Source_Article_ID,Target_Article_ID,Relationship_Type,Strength,Method,Reason,People_Connection,Org_Connection
ART-0008,ART-0327,"shared_person, same_category, tag_overlap",0.600,deterministic,"Deterministic match: shared_person, same_category, tag_overlap",donald trump,
ART-0008,ART-0328,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0329,"shared_person, same_category, tag_overlap",0.600,deterministic,"Deterministic match: shared_person, same_category, tag_overlap",donald trump,
ART-0008,ART-0330,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0332,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0333,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0008,ART-0334,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0008,ART-0336,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0337,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0338,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0343,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0344,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0008,ART-0347,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0008,ART-0348,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0350,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0352,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0353,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0354,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0008,ART-0355,"shared_person, same_category, tag_overlap",0.600,deterministic,"Deterministic match: shared_person, same_category, tag_overlap",donald trump,
ART-0008,ART-0357,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0359,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0008,ART-0360,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0361,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0362,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0008,ART-0363,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0008,ART-0364,"shared_person, same_category, tag_overlap",0.600,deterministic,"Deterministic match: shared_person, same_category, tag_overlap",donald trump,
ART-0008,ART-0365,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0366,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0367,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0008,ART-0368,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0008,ART-0369,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0008,ART-0370,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0371,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0373,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0375,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0376,"shared_person, shared_organization",0.600,deterministic,"Deterministic match: shared_person, shared_organization",donald trump,trump administration
ART-0008,ART-0378,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0379,"shared_person, tag_overlap",0.500,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0008,ART-0380,"shared_person, tag_overlap",0.500,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0008,ART-0381,"shared_person, tag_overlap",0.500,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0008,ART-0382,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0383,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0008,ART-0384,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0385,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0386,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0387,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0388,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0008,ART-0389,"shared_person, tag_overlap",0.700,deterministic,"Deterministic match: shared_person, tag_overlap","karoline leavitt, donald trump",
ART-0008,ART-0390,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0008,ART-0391,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0393,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0394,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0008,ART-0395,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0008,ART-0399,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0400,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0008,ART-0401,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0008,ART-0403,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0404,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0406,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0008,ART-0407,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0408,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0409,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0411,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0412,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0414,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0415,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0008,ART-0417,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0008,ART-0418,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0008,ART-0419,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0421,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0008,ART-0425,"shared_organization, same_category",0.500,deterministic,"Deterministic match: shared_organization, same_category",,trump administration
ART-0008,ART-0426,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0008,ART-0428,"shared_person, shared_organization",0.600,deterministic,"Deterministic match: shared_person, shared_organization",donald trump,trump administration
ART-0008,ART-0430,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0009,ART-0016,"shared_person, temporal_proximity",0.386,deterministic,"Deterministic match: shared_person, temporal_proximity",elon musk,
ART-0009,ART-0018,"shared_person, temporal_proximity",0.371,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0009,ART-0019,"shared_person, temporal_proximity",0.371,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0009,ART-0021,"shared_person, temporal_proximity",0.400,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0009,ART-0023,"shared_person, temporal_proximity",0.371,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0009,ART-0024,"shared_person, same_category, temporal_proximity",0.571,deterministic,"Deterministic match: shared_person, same_category, temporal_proximity",elon musk,
ART-0009,ART-0026,"shared_person, temporal_proximity",0.643,deterministic,"Deterministic match: shared_person, temporal_proximity","donald trump, elon musk",
ART-0009,ART-0027,"shared_person, tag_overlap, temporal_proximity",0.486,deterministic,"Deterministic match: shared_person, tag_overlap, temporal_proximity",donald trump,
ART-0009,ART-0030,"shared_person, temporal_proximity",0.314,deterministic,"Deterministic match: shared_person, temporal_proximity",elon musk,
ART-0009,ART-0032,"shared_person, same_category, temporal_proximity",0.500,deterministic,"Deterministic match: shared_person, same_category, temporal_proximity",donald trump,
ART-0009,ART-0033,"same_category, temporal_proximity",0.200,deterministic,"Deterministic match: same_category, temporal_proximity",,
ART-0009,ART-0035,"shared_person, temporal_proximity",0.300,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0009,ART-0037,"tag_overlap, temporal_proximity",0.100,deterministic,"Deterministic match: tag_overlap, temporal_proximity",,
ART-0009,ART-0038,"shared_person, temporal_proximity",0.300,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0009,ART-0040,content_similarity,0.623,embedding,Content similarity: 0.623,,
ART-0009,ART-0042,"shared_person, tag_overlap, temporal_proximity",0.400,deterministic,"Deterministic match: shared_person, tag_overlap, temporal_proximity",donald trump,
ART-0009,ART-0044,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0009,ART-0046,"shared_person, same_category",0.800,deterministic,"Deterministic match: shared_person, same_category","donald trump, elon musk",
ART-0009,ART-0047,content_similarity,0.612,embedding,Content similarity: 0.612,,
ART-0009,ART-0048,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0009,ART-0049,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0009,ART-0050,"shared_person, shared_organization, same_category, tag_overlap",0.900,deterministic,"Deterministic match: shared_person, shared_organization, same_category, tag_overlap",elon musk,department of government efficiency
ART-0009,ART-0052,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0009,ART-0053,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0009,ART-0054,shared_person,0.300,deterministic,Deterministic match: shared_person,elon musk,
ART-0009,ART-0056,shared_person,0.300,deterministic,Deterministic match: shared_person,elon musk,
ART-0009,ART-0057,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0009,ART-0058,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0009,ART-0059,content_similarity,0.684,embedding,Content similarity: 0.684,,
ART-0009,ART-0060,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0009,ART-0062,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0009,ART-0063,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0009,ART-0064,"shared_person, same_category",0.800,deterministic,"Deterministic match: shared_person, same_category","donald trump, elon musk",
ART-0009,ART-0066,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0009,ART-0070,shared_person,0.300,deterministic,Deterministic match: shared_person,elon musk,
ART-0009,ART-0071,content_similarity,0.700,embedding,Content similarity: 0.700,,
ART-0009,ART-0072,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0009,ART-0075,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
